adj_left adj_right conseq_pro_3 conseq_pro_4 conseq_pro_>4 num_words pro sent_id shift swap
4 6 0 0 0 11 7 30289 11 0
19 10 0 0 0 30 12 15645 30 0
0 0 0 0 0 1 1 32710 1 0
10 3 0 0 0 14 8 3471 14 0
8 4 0 0 0 13 6 24197 17 4
5 9 0 0 0 15 7 32607 15 0
24 8 0 0 0 33 11 6165 33 0
13 8 0 0 0 22 11 24205 35 13
4 2 0 0 0 7 4 19080 11 4
7 4 0 0 0 12 6 12830 12 0
10 7 0 0 0 18 9 2546 26 8
4 3 0 0 0 8 6 14990 8 0
10 5 0 0 0 16 8 2302 16 0
18 9 0 0 0 28 15 40017 33 5
19 10 0 0 0 30 13 9654 30 0
19 1 0 0 0 21 13 34180 21 0
17 4 0 0 0 22 10 21581 22 0
10 2 0 0 0 13 9 39094 15 2
5 2 0 0 0 8 6 40262 10 2
9 9 0 0 0 19 9 12829 19 0
9 5 0 0 0 15 8 38071 16 1
3 3 0 0 0 7 3 3459 7 0
3 1 0 0 0 5 3 22911 5 0
0 0 0 0 0 1 1 30502 1 0
13 6 0 0 0 20 9 6209 20 0
28 11 0 0 0 40 21 24722 40 0
13 8 0 0 0 22 8 19787 22 0
10 3 0 0 0 14 8 2555 22 8
11 6 0 0 0 18 9 17708 18 0
7 2 0 0 0 10 6 899 12 2
7 15 0 0 0 23 9 28963 23 0
9 9 0 0 0 19 10 9844 19 0
24 19 0 0 0 44 19 2571 46 2
11 5 0 0 0 17 7 10302 25 8
14 5 0 0 0 20 10 1019 22 2
30 20 0 0 0 51 27 6298 54 3
17 9 0 0 0 27 10 24393 28 1
18 6 0 0 0 25 12 36756 25 0
7 8 0 0 0 16 8 39147 18 2
14 25 0 0 0 40 17 4560 53 13
5 5 0 0 0 11 5 17824 11 0
15 0 0 0 0 16 8 26088 16 0
12 17 0 0 0 30 13 31576 30 0
14 10 0 0 0 25 11 27497 25 0
16 14 0 0 0 31 15 30788 31 0
39 20 0 0 0 60 29 5825 60 0
4 7 0 0 0 12 6 19160 12 0
10 3 0 0 0 14 8 40108 14 0
13 8 0 0 0 22 10 23976 22 0
16 6 0 0 0 23 14 18520 23 0
8 8 0 0 0 17 6 3859 17 0
0 0 0 0 0 1 1 20443 1 0
7 6 0 0 0 14 8 6735 14 0
27 10 0 0 0 38 15 26229 77 39
16 9 0 0 0 26 13 21112 26 0
10 6 0 0 0 17 10 34758 17 0
15 3 0 0 0 19 12 4736 21 2
7 6 0 0 0 14 7 7118 14 0
0 0 0 0 0 1 1 18662 1 0
6 4 0 0 0 11 6 21482 11 0
8 8 0 0 0 17 8 15927 17 0
4 0 0 0 0 5 1 27709 5 0
8 5 0 0 0 14 6 12342 14 0
15 1 0 0 0 17 8 38186 17 0
10 8 0 0 0 19 10 39207 25 6
10 7 0 0 0 18 13 24068 18 0
28 8 0 0 0 37 13 38879 37 0
3 17 0 0 0 21 9 37584 21 0
8 5 0 0 0 14 6 11833 14 0
11 8 0 0 0 20 10 20016 22 2
13 6 0 0 0 20 10 14426 20 0
8 14 0 0 0 23 11 2409 27 4
16 7 0 0 0 24 13 66 28 4
18 7 0 0 0 26 10 26721 37 11
0 0 0 0 0 1 1 23893 1 0
6 16 0 0 0 23 10 3369 23 0
8 6 0 0 0 15 8 2293 15 0
13 8 0 0 0 22 12 9594 22 0
16 13 0 0 0 30 14 22793 30 0
8 12 0 0 0 21 6 31762 21 0
22 5 0 0 0 28 12 17409 29 1
7 3 0 0 0 11 5 21680 14 3
3 2 0 0 0 6 3 21271 6 0
2 2 0 0 0 5 2 28307 5 0
5 7 0 0 0 13 6 27232 13 0
0 2 0 0 0 3 3 3833 3 0
11 7 0 0 0 19 11 27745 19 0
3 13 0 0 0 17 6 5991 17 0
14 7 0 0 0 22 12 5528 31 9
4 4 0 0 0 9 5 1398 9 0
10 1 0 0 0 12 5 31244 12 0
17 12 0 0 0 30 14 13603 35 5
12 6 0 0 0 19 8 32075 23 4
5 3 0 0 0 9 4 35659 9 0
0 0 0 0 0 1 1 4545 1 0
11 12 0 0 0 24 11 37462 25 1
0 0 0 0 0 1 1 14015 1 0
12 10 0 0 0 23 10 24013 23 0
1 3 0 0 0 5 3 33250 5 0
8 5 0 0 0 14 7 11690 14 0
8 9 0 0 0 18 9 14750 18 0
3 2 0 0 0 6 4 34230 6 0
16 9 0 0 0 26 12 23471 28 2
0 0 0 0 0 1 1 11332 1 0
10 8 0 0 0 19 9 19912 19 0
3 3 0 0 0 7 4 79 7 0
8 5 0 0 0 14 10 18291 16 2
10 10 0 0 0 21 12 32992 33 12
8 7 0 0 0 16 8 25316 16 0
5 2 0 0 0 8 4 4773 8 0
3 10 0 0 0 14 5 33073 14 0
2 0 0 0 0 3 2 15888 3 0
20 6 0 0 0 27 13 4125 28 1
5 2 0 0 0 8 4 36084 8 0
13 2 0 0 0 16 6 13183 16 0
16 5 0 0 0 22 11 28618 22 0
9 7 0 0 0 17 9 6500 17 0
17 9 0 0 0 27 15 13230 28 1
4 4 0 0 0 9 5 1687 9 0
21 11 0 0 0 33 19 6902 33 0
6 2 0 0 0 9 5 16950 9 0
2 6 0 0 0 9 4 8806 9 0
20 9 0 0 0 30 14 2786 33 3
11 6 0 0 0 18 7 21187 18 0
21 7 0 0 0 29 12 16019 32 3
22 8 0 0 0 31 13 31534 34 3
13 2 0 0 0 16 10 27148 16 0
6 5 0 0 0 12 5 22291 12 0
11 4 0 0 0 16 9 17193 16 0
10 5 0 0 0 16 9 31240 16 0
9 4 0 0 0 14 6 2162 14 0
5 1 0 0 0 7 3 35941 7 0
10 8 0 0 0 19 10 28333 19 0
4 8 0 0 0 13 6 40194 13 0
5 0 0 0 0 6 4 3114 6 0
14 11 0 0 0 26 14 16703 29 3
13 13 0 0 0 27 11 2428 27 0
2 1 0 0 0 4 4 21894 4 0
42 18 0 0 0 61 26 13369 62 1
0 3 0 0 0 4 3 9891 4 0
6 8 0 0 0 15 6 9414 15 0
6 7 0 0 0 14 7 12395 14 0
9 13 0 0 0 23 9 6983 25 2
23 12 0 0 0 36 15 24936 37 1
5 1 0 0 0 7 5 21964 7 0
8 6 0 0 0 15 7 20636 15 0
15 8 0 0 0 24 13 24260 28 4
10 7 0 0 0 18 8 32763 18 0
17 20 0 0 0 38 18 31390 50 12
0 0 0 0 0 1 1 33007 1 0
9 4 0 0 0 14 5 30130 14 0
11 11 0 0 0 23 12 15582 29 6
4 0 0 0 0 5 3 18389 5 0
16 18 0 0 0 35 16 7368 41 6
13 11 0 0 0 25 14 7950 25 0
23 17 0 0 0 41 21 26226 41 0
11 5 0 0 0 17 6 34761 17 0
0 1 0 0 0 2 2 23439 2 0
24 14 0 0 0 39 19 22211 42 3
41 13 0 0 0 55 24 10473 55 0
4 6 0 0 0 11 4 9120 11 0
19 13 0 0 0 33 15 28419 35 2
9 0 0 0 0 10 6 1543 10 0
1 5 0 0 0 7 4 19984 7 0
6 5 0 0 0 12 5 7723 14 2
0 0 0 0 0 1 1 33107 1 0
15 7 0 0 0 23 12 34147 23 0
0 1 0 0 0 2 2 24994 2 0
24 5 0 0 0 30 15 32558 30 0
4 5 0 0 0 10 5 30311 10 0
9 5 0 0 0 15 8 34919 15 0
6 1 0 0 0 8 5 33707 8 0
12 10 0 0 0 23 8 23913 23 0
10 2 0 0 0 13 7 1262 13 0
7 3 0 0 0 11 6 28866 11 0
11 5 0 0 0 17 10 14073 19 2
7 6 0 0 0 14 5 32310 14 0
7 9 0 0 0 17 8 39115 17 0
7 4 0 0 0 12 5 12559 12 0
33 3 0 0 0 37 15 25383 37 0
14 11 0 0 0 26 12 25184 26 0
5 2 0 0 0 8 5 12024 10 2
3 7 0 0 0 11 5 228 11 0
8 6 0 0 0 15 6 16668 15 0
9 9 0 0 0 19 10 3287 24 5
8 8 0 0 0 17 7 36920 19 2
10 17 0 0 0 28 14 1113 28 0
7 6 0 0 0 14 5 1836 22 8
12 8 0 0 0 21 11 4670 26 5
25 7 0 0 0 33 14 23599 48 15
4 2 0 0 0 7 4 3895 7 0
8 6 0 0 0 15 8 11666 19 4
7 12 0 0 0 20 10 38250 20 0
4 1 0 0 0 6 4 17790 6 0
12 2 0 0 0 15 9 31683 15 0
13 10 0 0 0 24 13 3837 24 0
12 14 0 0 0 27 10 28353 27 0
9 2 0 0 0 12 6 25724 12 0
15 7 0 0 0 23 11 4446 23 0
7 4 0 0 0 12 6 15921 15 3
12 14 0 0 0 27 12 25582 27 0
22 6 0 0 0 29 14 31146 33 4
3 2 0 0 0 6 2 35832 6 0
8 7 0 0 0 16 7 7479 16 0
13 2 0 0 0 16 6 36345 18 2
6 9 0 0 0 16 7 19904 16 0
8 3 0 0 0 12 5 22983 12 0
20 4 0 0 0 25 14 14438 27 2
9 6 0 0 0 16 8 22646 22 6
12 5 0 0 0 18 9 38023 18 0
6 7 0 0 0 14 7 34699 14 0
6 1 0 0 0 8 6 33993 8 0
22 14 0 0 0 37 17 13120 58 21
14 6 0 0 0 21 10 9632 21 0
9 12 0 0 0 22 8 13326 22 0
9 11 0 0 0 21 10 17299 21 0
11 11 0 0 0 23 11 23996 25 2
21 2 0 0 0 24 10 38020 24 0
11 5 0 0 0 17 8 20307 17 0
11 22 0 0 0 34 17 32296 34 0
3 8 0 0 0 12 6 7072 12 0
14 17 0 0 0 32 12 24199 40 8
4 4 0 0 0 9 5 16524 9 0
15 6 0 0 0 22 10 12021 22 0
13 11 0 0 0 25 11 13757 25 0
10 5 0 0 0 16 7 26594 16 0
17 6 0 0 0 24 11 29654 24 0
7 5 0 0 0 13 6 20838 17 4
4 7 0 0 0 12 4 29100 12 0
6 7 0 0 0 14 7 24065 18 4
15 5 0 0 0 21 10 18723 21 0
6 8 0 0 0 15 7 11654 19 4
17 6 0 0 0 24 13 4563 24 0
5 6 0 0 0 12 4 14619 12 0
1 1 0 0 0 3 2 833 3 0
15 3 0 0 0 19 9 14081 19 0
4 4 0 0 0 9 4 15087 9 0
6 7 0 0 0 14 8 27702 21 7
18 12 0 0 0 31 15 8363 31 0
18 7 0 0 0 26 15 23442 26 0
1 0 0 0 0 2 2 8853 2 0
16 1 0 0 0 18 10 14781 18 0
5 5 0 0 0 11 6 13698 15 4
24 18 0 0 0 43 18 21896 43 0
8 9 0 0 0 18 10 18363 18 0
18 8 0 0 0 27 15 38116 36 9
17 4 0 0 0 22 7 31268 28 6
8 3 0 0 0 12 8 101 12 0
14 5 0 0 0 20 10 7816 20 0
12 13 0 0 0 26 12 34216 28 2
11 0 0 0 0 12 6 14072 12 0
7 12 0 0 0 20 8 39325 20 0
0 0 0 0 0 1 1 37543 1 0
1 4 0 0 0 6 4 838 6 0
5 1 0 0 0 7 3 39587 7 0
3 7 0 0 0 11 5 26243 11 0
2 1 0 0 0 4 3 19107 4 0
9 1 0 0 0 11 6 8912 11 0
14 15 0 0 0 30 13 477 30 0
10 15 0 0 0 26 11 27235 26 0
10 7 0 0 0 18 10 21105 18 0
0 0 0 0 0 1 1 2842 1 0
9 3 0 0 0 13 8 12738 13 0
12 6 0 0 0 19 11 7090 19 0
4 2 0 0 0 7 3 36544 7 0
4 6 0 0 0 11 6 34682 11 0
5 7 0 0 0 13 7 4484 13 0
9 15 0 0 0 25 10 36317 34 9
6 7 0 0 0 14 8 39419 14 0
8 11 0 0 0 20 12 37825 28 8
8 15 0 0 0 24 12 33439 24 0
5 0 0 0 0 6 4 19725 6 0
8 8 0 0 0 17 9 32209 23 6
28 12 0 0 0 41 23 24498 41 0
19 16 0 0 0 36 18 16051 36 0
13 7 0 0 0 21 10 13223 21 0
10 2 0 0 0 13 6 34745 13 0
1 0 0 0 0 2 2 39649 2 0
6 11 0 0 0 18 11 33328 22 4
11 19 0 0 0 31 14 24003 31 0
3 7 0 0 0 11 5 933 11 0
18 2 0 0 0 21 13 11451 21 0
5 5 0 0 0 11 6 33479 11 0
5 6 0 0 0 12 5 7899 12 0
8 6 0 0 0 15 9 32732 15 0
17 5 0 0 0 23 13 38475 23 0
5 4 0 0 0 10 6 16318 12 2
1 0 0 0 0 2 2 22457 2 0
8 8 0 0 0 17 10 24111 17 0
11 12 0 0 0 24 12 28689 39 15
6 3 0 0 0 10 5 36574 10 0
8 8 0 0 0 17 8 10866 17 0
4 7 0 0 0 12 8 11008 12 0
1 1 0 0 0 3 3 36041 3 0
19 11 0 0 0 31 16 31127 31 0
16 8 0 0 0 25 8 8536 25 0
17 8 0 0 0 26 11 6619 26 0
1 0 0 0 0 2 2 21749 2 0
0 0 0 0 0 1 1 14111 1 0
11 6 0 0 0 18 6 27069 18 0
4 6 0 0 0 11 5 11682 11 0
15 18 0 0 0 34 16 20173 44 10
0 0 0 0 0 1 1 8391 1 0
8 4 0 0 0 13 6 10769 13 0
14 6 0 0 0 21 11 17338 21 0
2 5 0 0 0 8 4 1 8 0
8 4 0 0 0 13 7 15129 13 0
3 4 0 0 0 8 5 37672 12 4
3 2 0 0 0 6 2 38330 6 0
9 13 0 0 0 23 12 35536 27 4
7 14 0 0 0 22 10 34716 22 0
19 7 0 0 0 27 14 8999 27 0
14 9 0 0 0 24 13 19662 30 6
6 6 0 0 0 13 8 10390 13 0
15 8 0 0 0 24 11 13578 24 0
26 20 0 0 0 47 19 23702 47 0
26 6 0 0 0 33 17 18796 34 1
4 3 0 0 0 8 3 25454 8 0
10 20 0 0 0 31 12 6207 36 5
15 7 0 0 0 23 11 1542 23 0
14 5 0 0 0 20 9 8795 20 0
12 15 0 0 0 28 13 4186 29 1
18 32 0 0 0 51 23 23222 51 0
6 5 0 0 0 12 8 31181 12 0
17 3 0 0 0 21 10 11896 21 0
8 2 0 0 0 11 7 27277 12 1
7 9 0 0 0 17 7 28806 17 0
4 6 0 0 0 11 5 29717 11 0
7 2 0 0 0 10 5 23849 10 0
5 5 0 0 0 11 5 31488 19 8
6 11 0 0 0 18 8 26987 18 0
8 5 0 0 0 14 6 4224 14 0
14 9 0 0 0 24 10 12321 32 8
4 4 0 0 0 9 5 37581 9 0
20 12 0 0 0 33 13 3474 33 0
14 2 0 0 0 17 12 13249 17 0
13 2 0 0 0 16 10 32455 16 0
3 9 0 0 0 13 7 29058 13 0
14 12 0 0 0 27 12 5979 31 4
9 2 0 0 0 12 6 40156 12 0
9 12 0 0 0 22 11 27333 29 7
2 2 0 0 0 5 5 15753 5 0
14 5 0 0 0 20 10 28809 20 0
8 5 0 0 0 14 7 10836 14 0
6 1 0 0 0 8 4 5733 8 0
11 0 0 0 0 12 7 21176 12 0
3 4 0 0 0 8 4 19553 8 0
5 1 0 0 0 7 4 23667 7 0
15 13 0 0 0 29 14 18405 29 0
12 3 0 0 0 16 7 12036 16 0
34 9 0 0 0 44 20 3118 44 0
12 14 0 0 0 27 12 13370 27 0
7 3 0 0 0 11 6 40011 11 0
4 1 0 0 0 6 4 32541 6 0
14 3 0 0 0 18 9 35552 18 0
8 1 0 0 0 10 7 15191 12 2
12 10 0 0 0 23 10 10939 23 0
8 8 0 0 0 17 8 20022 17 0
17 9 0 0 0 27 13 7744 30 3
11 7 0 0 0 19 7 39558 21 2
6 4 0 0 0 11 4 16933 11 0
9 8 0 0 0 18 7 23474 18 0
5 5 0 0 0 11 6 20768 17 6
2 0 0 0 0 3 2 5847 3 0
16 12 0 0 0 29 16 1876 38 9
10 2 0 0 0 13 7 32578 13 0
0 2 0 0 0 3 4 35113 3 0
25 14 0 0 0 40 18 14171 41 1
9 19 0 0 0 29 13 38568 35 6
8 13 0 0 0 22 7 3281 22 0
5 6 0 0 0 12 5 23958 12 0
8 5 0 0 0 14 8 30044 14 0
4 4 0 0 0 9 5 16184 12 3
9 11 0 0 0 21 11 24831 21 0
13 6 0 0 0 20 8 39045 20 0
21 18 0 0 0 40 17 38564 40 0
5 5 0 0 0 11 7 18084 12 1
8 2 0 0 0 11 6 39481 16 5
23 8 0 0 0 32 15 17564 34 2
12 7 0 0 0 20 10 27651 20 0
5 2 0 0 0 8 5 24340 8 0
24 31 0 0 0 56 20 7355 59 3
4 5 0 0 0 10 5 30290 10 0
6 0 0 0 0 7 5 10839 7 0
5 5 0 0 0 11 6 31178 11 0
15 14 0 0 0 30 14 29786 30 0
6 16 0 0 0 23 11 37922 23 0
17 6 0 0 0 24 14 8606 24 0
8 12 0 0 0 21 9 10946 26 5
15 12 0 0 0 28 11 25138 31 3
9 8 0 0 0 18 8 16323 18 0
4 7 0 0 0 12 7 33275 14 2
9 2 0 0 0 12 6 28514 18 6
9 3 0 0 0 13 8 35207 13 0
4 0 0 0 0 5 2 11208 5 0
20 10 0 0 0 31 15 17099 37 6
6 4 0 0 0 11 6 3121 15 4
1 0 0 0 0 2 2 17195 2 0
0 6 0 0 0 7 5 7510 7 0
5 8 0 0 0 14 7 8735 16 2
13 1 0 0 0 15 9 19428 15 0
14 6 0 0 0 21 10 15947 21 0
4 4 0 0 0 9 5 28666 11 2
12 11 0 0 0 24 12 27593 30 6
25 22 0 0 0 48 19 11558 52 4
3 1 0 0 0 5 3 31148 5 0
16 14 0 0 0 31 13 33975 34 3
7 5 0 0 0 13 6 18057 13 0
6 4 0 0 0 11 6 7441 11 0
13 4 0 0 0 18 10 21677 18 0
14 2 0 0 0 17 8 10141 17 0
24 18 0 0 0 43 17 7401 43 0
16 12 0 0 0 29 12 28308 33 4
2 0 0 0 0 3 1 21442 3 0
14 11 0 0 0 26 15 28795 30 4
9 12 0 0 0 22 8 39387 22 0
2 2 0 0 0 5 3 25104 5 0
0 1 0 0 0 2 2 10588 2 0
12 9 0 0 0 22 8 16719 22 0
23 14 0 0 0 38 18 37573 38 0
2 0 0 0 0 3 2 15939 3 0
11 7 0 0 0 19 9 32970 19 0
8 4 0 0 0 13 6 4601 13 0
0 0 0 0 0 1 1 15238 1 0
6 9 0 0 0 16 6 25453 16 0
1 0 0 0 0 2 2 973 2 0
9 7 0 0 0 17 9 929 17 0
6 2 0 0 0 9 5 19946 9 0
8 7 0 0 0 16 9 40269 18 2
2 7 0 0 0 10 6 39658 10 0
10 15 0 0 0 26 12 8659 29 3
6 3 0 0 0 10 5 21158 10 0
27 12 0 0 0 40 19 7803 59 19
12 13 0 0 0 26 12 6624 26 0
22 9 0 0 0 32 15 23202 39 7
10 1 0 0 0 12 4 29596 12 0
4 3 0 0 0 8 4 40121 8 0
17 12 0 0 0 30 14 21959 30 0
0 1 0 0 0 2 1 3814 2 0
15 13 0 0 0 29 14 19334 30 1
3 14 0 0 0 18 8 16358 18 0
0 0 0 0 0 1 1 14016 1 0
3 6 0 0 0 10 7 26324 10 0
3 3 0 0 0 7 4 33537 7 0
10 6 0 0 0 17 8 5095 20 3
5 6 0 0 0 12 6 10513 12 0
7 8 0 0 0 16 9 12711 16 0
2 6 0 0 0 9 3 2791 9 0
28 17 0 0 0 46 22 5994 48 2
2 0 0 0 0 3 2 21878 3 0
2 1 0 0 0 4 3 38166 4 0
3 0 0 0 0 4 3 20398 4 0
8 8 0 0 0 17 9 38796 18 1
1 2 0 0 0 4 3 33309 4 0
3 4 0 0 0 8 4 7474 8 0
20 3 0 0 0 24 13 19619 24 0
9 0 0 0 0 10 5 24770 10 0
10 8 0 0 0 19 8 35239 19 0
20 6 0 0 0 27 14 30185 27 0
6 6 0 0 0 13 7 21702 13 0
16 13 0 0 0 30 11 3987 31 1
12 15 0 0 0 28 11 30948 29 1
9 3 0 0 0 13 7 19499 17 4
10 2 0 0 0 13 8 5905 13 0
13 13 0 0 0 27 13 38101 29 2
28 14 0 0 0 43 18 36945 44 1
15 8 0 0 0 24 10 17891 24 0
13 3 0 0 0 17 8 19409 17 0
2 2 0 0 0 5 2 23904 5 0
0 0 0 0 0 1 1 21893 1 0
5 5 0 0 0 11 7 7042 19 8
11 1 0 0 0 13 5 36430 13 0
5 13 0 0 0 19 7 12491 19 0
2 2 0 0 0 5 2 28707 5 0
19 13 0 0 0 33 15 19474 33 0
33 22 0 0 0 56 27 21214 65 9
8 5 0 0 0 14 7 34724 14 0
5 9 0 0 0 15 8 3154 15 0
18 8 0 0 0 27 14 8093 27 0
3 12 0 0 0 16 7 19032 16 0
12 12 0 0 0 25 10 19036 32 7
8 4 0 0 0 13 5 18567 13 0
9 15 0 0 0 25 10 38702 25 0
38 10 0 0 0 49 20 9057 49 0
9 5 0 0 0 15 7 2372 15 0
10 4 0 0 0 15 9 7361 21 6
7 11 0 0 0 19 9 29640 19 0
24 21 0 0 0 46 21 18564 47 1
10 2 0 0 0 13 6 36631 13 0
12 8 0 0 0 21 11 1812 21 0
0 0 0 0 0 1 1 21914 1 0
6 5 0 0 0 12 6 30166 14 2
33 32 0 0 0 66 28 38029 69 3
20 10 0 0 0 31 17 37122 31 0
7 14 0 0 0 22 10 29320 22 0
12 16 0 0 0 29 14 35689 29 0
5 4 0 0 0 10 4 17916 10 0
5 7 0 0 0 13 6 34848 17 4
27 12 0 0 0 40 20 15074 40 0
16 27 0 0 0 44 22 29758 53 9
2 2 0 0 0 5 3 17070 5 0
4 4 0 0 0 9 5 1680 9 0
17 7 0 0 0 25 13 16014 25 0
2 4 0 0 0 7 4 33136 7 0
10 11 0 0 0 22 9 36900 22 0
7 6 0 0 0 14 7 27463 14 0
10 13 0 0 0 24 12 32154 28 4
4 1 0 0 0 6 4 35285 6 0
9 9 0 0 0 19 7 32006 19 0
6 7 0 0 0 14 6 37896 14 0
8 4 0 0 0 13 7 5299 13 0
22 11 0 0 0 34 16 30326 35 1
23 7 0 0 0 31 14 16108 32 1
1 2 0 0 0 4 3 11966 4 0
20 10 0 0 0 31 10 38272 31 0
13 13 0 0 0 27 9 2769 32 5
4 1 0 0 0 6 4 31040 6 0
2 0 0 0 0 3 3 10530 3 0
18 5 0 0 0 24 11 27104 24 0
11 2 0 0 0 14 8 1324 14 0
0 0 0 0 0 1 1 29315 1 0
9 6 0 0 0 16 8 18029 17 1
3 5 0 0 0 9 4 4958 9 0
5 0 0 0 0 6 4 33550 6 0
7 3 0 0 0 11 6 31169 11 0
0 0 0 0 0 1 1 9579 1 0
17 14 0 0 0 32 13 25571 32 0
8 5 0 0 0 14 7 9071 14 0
24 15 0 0 0 40 18 14136 41 1
19 16 0 0 0 36 16 2672 45 9
5 9 0 0 0 15 10 34022 19 4
6 9 0 0 0 16 7 40331 20 4
9 7 0 0 0 17 9 32131 17 0
12 15 0 0 0 28 11 21416 28 0
14 12 0 0 0 27 13 35868 27 0
0 0 0 0 0 1 1 20707 1 0
7 8 0 0 0 16 9 14595 20 4
19 10 0 0 0 30 11 11527 31 1
7 1 0 0 0 9 5 7728 9 0
8 12 0 0 0 21 10 36222 21 0
15 6 0 0 0 22 9 27715 22 0
14 12 0 0 0 27 18 2932 29 2
8 6 0 0 0 15 9 19637 15 0
8 13 0 0 0 22 11 32635 22 0
11 7 0 0 0 19 9 13185 23 4
9 5 0 0 0 15 6 14589 15 0
31 4 0 0 0 36 20 18368 36 0
22 1 0 0 0 24 12 39418 27 3
14 12 0 0 0 27 15 29324 40 13
8 8 0 0 0 17 9 8338 17 0
4 0 0 0 0 5 1 22837 5 0
4 8 0 0 0 13 6 24813 13 0
9 8 0 0 0 18 8 9045 18 0
0 6 0 0 0 7 4 24158 7 0
0 0 0 0 0 1 1 30925 1 0
22 15 0 0 0 38 15 16012 39 1
3 3 0 0 0 7 4 26771 7 0
0 7 0 0 0 8 6 6310 8 0
2 1 0 0 0 4 4 2640 4 0
1 1 0 0 0 3 2 7408 3 0
8 4 0 0 0 13 5 11778 13 0
10 5 0 0 0 16 8 21103 16 0
1 3 0 0 0 5 4 36471 5 0
3 8 0 0 0 12 6 10414 12 0
15 11 0 0 0 27 12 38520 29 2
27 11 0 0 0 39 19 13678 39 0
1 4 0 0 0 6 4 27993 6 0
6 13 0 0 0 20 10 20524 20 0
8 1 0 0 0 10 5 21280 10 0
7 4 0 0 0 12 6 17953 12 0
15 2 0 0 0 18 10 17381 18 0
25 7 0 0 0 33 14 35705 34 1
5 15 0 0 0 21 9 10925 21 0
8 5 0 0 0 14 7 6758 14 0
18 23 0 0 0 42 19 28668 46 4
4 3 0 0 0 8 3 10638 8 0
9 4 0 0 0 14 9 16763 14 0
1 2 0 0 0 4 4 17278 4 0
12 11 0 0 0 24 9 25578 24 0
19 7 0 0 0 27 14 34041 27 0
10 9 0 0 0 20 10 19246 20 0
10 9 0 0 0 20 10 29247 20 0
12 10 0 0 0 23 12 10736 44 21
17 7 0 0 0 25 12 32211 27 2
23 15 0 0 0 39 17 6769 41 2
25 9 0 0 0 35 15 19319 35 0
0 2 0 0 0 3 3 19464 3 0
2 3 0 0 0 6 4 27290 8 2
11 7 0 0 0 19 8 3965 19 0
2 0 0 0 0 3 3 2196 3 0
4 5 0 0 0 10 5 4951 10 0
14 13 0 0 0 28 13 24149 29 1
0 0 0 0 0 1 1 16980 1 0
15 8 0 0 0 24 9 9866 24 0
13 13 0 0 0 27 11 28298 33 6
20 10 0 0 0 31 15 38819 31 0
16 16 0 0 0 33 14 21284 33 0
19 6 0 0 0 26 11 25464 27 1
2 4 0 0 0 7 2 6514 7 0
2 6 0 0 0 9 4 39808 9 0
6 5 0 0 0 12 7 9823 12 0
12 4 0 0 0 17 8 2246 17 0
2 2 0 0 0 5 2 1455 5 0
5 7 0 0 0 13 6 12687 19 6
11 5 0 0 0 17 8 23860 17 0
9 1 0 0 0 11 6 31414 12 1
0 0 0 0 0 1 1 20756 1 0
5 8 0 0 0 14 7 29217 14 0
5 5 0 0 0 11 7 3918 11 0
21 14 0 0 0 36 17 15354 47 11
5 1 0 0 0 7 4 23467 7 0
14 5 0 0 0 20 10 38799 20 0
11 6 0 0 0 18 10 31305 18 0
26 18 0 0 0 45 20 31202 45 0
29 37 0 0 0 67 23 39526 71 4
14 4 0 0 0 19 11 10951 19 0
9 5 0 0 0 15 8 33416 15 0
9 3 0 0 0 13 8 15920 15 2
2 4 0 0 0 7 4 40046 11 4
10 1 0 0 0 12 10 34607 12 0
10 3 0 0 0 14 7 27603 14 0
18 7 0 0 0 26 14 23897 29 3
2 5 0 0 0 8 2 1943 8 0
3 6 0 0 0 10 5 11771 10 0
6 12 0 0 0 19 9 7201 23 4
6 8 0 0 0 15 8 36960 21 6
7 7 0 0 0 15 7 24704 21 6
7 1 0 0 0 9 6 15559 9 0
1 0 0 0 0 2 1 17051 2 0
14 7 0 0 0 22 14 4668 29 7
5 0 0 0 0 6 1 34878 6 0
4 6 0 0 0 11 6 34491 11 0
5 0 0 0 0 6 3 26398 6 0
26 7 0 0 0 34 16 16120 40 6
4 12 0 0 0 17 7 36438 17 0
2 5 0 0 0 8 2 3025 8 0
7 2 0 0 0 10 6 35430 10 0
4 1 0 0 0 6 3 21568 6 0
15 12 0 0 0 28 14 23584 30 2
5 5 0 0 0 11 5 27782 11 0
0 0 0 0 0 1 1 34116 1 0
4 2 0 0 0 7 4 19395 13 6
5 1 0 0 0 7 5 21539 7 0
13 8 0 0 0 22 10 39036 28 6
0 2 0 0 0 3 1 37898 3 0
11 3 0 0 0 15 8 5 17 2
3 7 0 0 0 11 7 2016 13 2
9 5 0 0 0 15 8 36349 17 2
7 17 0 0 0 25 11 36232 33 8
26 5 0 0 0 32 15 13291 32 0
0 5 0 0 0 6 3 36391 6 0
12 3 0 0 0 16 9 5088 16 0
16 4 0 0 0 21 10 21170 21 0
14 4 0 0 0 19 8 6693 19 0
6 3 0 0 0 10 6 35636 10 0
8 4 0 0 0 13 8 12992 13 0
9 12 0 0 0 22 12 30300 22 0
9 3 0 0 0 13 7 25835 13 0
17 12 0 0 0 30 13 36458 30 0
8 5 0 0 0 14 7 32166 14 0
20 7 0 0 0 28 15 10295 28 0
27 27 0 0 0 55 21 14113 55 0
3 3 0 0 0 7 4 31715 7 0
9 2 0 0 0 12 7 29292 12 0
